191612	15942
168419	15987
108603	21448
98604	24114
195152	15139
150973	17584
134862	18949
138208	18247
121855	20390
128104	19115
109987	20861
103097	23457
93524	25891
96041	25511
91303	26218
95057	25573
84244	27022
80477	30757
69294	32704
76187	31012
74690	31414
63605	34861
61672	38511
66979	32776
61323	38720
59367	39832
59349	40769
63475	37596
51048	43387
53116	43340
48506	47660
49822	47300
50998	46933
45216	47908
43424	52701
45086	52480
39411	60635
39627	59633
42258	56224
36874	66023
34723	66504
37373	63984
37329	64818
38105	63794
32197	74784
32830	72078
29908	83963
29581	84592
30223	76198
24434	105233
27508	87336
28627	85282
25072	104156
26419	93695
25615	100278
23024	110266
20713	130351
22051	119441
19248	135369
22510	119019
20091	132794
20972	126726
21558	126679
21580	124917
17623	148445
17605	153350
16875	162305
17512	154965
15692	179445
15494	195666
14259	215536
