0	0
100	578
200	1290
300	1636
400	2852
500	3961
600	5627
700	5838
800	5857
900	6048
1000	8531
1100	9611
1200	11247
1300	12101
1400	12920
1500	10385
1600	12612
1700	11723
1800	14892
1900	17759
2000	18238
2100	19439
2200	12982
2300	19750
2400	21036
2500	18621
2600	23704
2700	22119
2800	27945
2900	22848
3000	28852
3100	28706
3200	31610
3300	27258
3400	34001
3500	26197
3600	37649
3700	36071
3800	30998
3900	36806
4000	45361
4100	35558
4200	39271
4300	34964
4400	43440
4500	48390
4600	42219
4700	44434
4800	47232
4900	39823
5000	42457
5100	48188
5200	50293
5300	55198
5400	47686
5500	46368
5600	54352
5700	65311
5800	54373
5900	61701
6000	42740
6100	66118
6200	55850
6300	64877
6400	62076
6500	61622
6600	53063
6700	67116
6800	52737
6900	66499
7000	72913
7100	71701
7200	65373
7300	58772
7400	79298
7500	74165
7600	89247
7700	81907
7800	71555
7900	86702
8000	83223
8100	77398
8200	78925
8300	69232
8400	87727
8500	97814
8600	76327
8700	78014
8800	73289
8900	86794
9000	86649
9100	88445
9200	101993
9300	83866
9400	93169
9500	112733
9600	93599
9700	102782
9800	122249
9900	112203
10000	109360
