213497	244888
213901	217174
214159	208441
244125	228264
206945	225492
223235	252113
226352	215568
233008	215756
226110	235385
211778	208527
209881	237065
201728	203287
222458	224962
218503	222571
210490	214843
228168	229630
226739	206394
220851	209224
211665	207304
239141	214001
238835	231559
231969	210708
221871	221387
222122	240164
218341	213855
220315	206987
228365	213151
228561	217102
231491	230265
228786	238537
214167	218093
232508	218146
259199	246227
238151	220185
230811	227148
217658	203410
238643	224364
223047	220361
242727	237603
224255	216143
221471	226462
217028	192740
220705	246492
219353	216711
224047	226868
204061	217282
223696	208801
215323	213067
237365	216701
231631	225588
222780	201935
204997	205273
210854	220443
225371	218611
209178	223453
216327	252026
208077	225425
218152	222142
225504	211010
228103	212816
242733	224843
231196	234100
231010	219657
228135	221678
210850	230782
195781	233118
220882	225891
218893	208436
224271	221682
238185	217646
206411	238291
228480	201094
225244	241003
207107	219013
220979	228945
227701	224760
226121	241515
219909	226888
216962	217580
206733	240344
256737	233915
215246	215896
242886	239126
228011	204757
220452	229773
260276	221146
246657	222808
209878	210769
229283	202817
231661	232573
214054	221927
218549	234871
224873	246604
222642	221454
234793	218983
214502	227394
226291	199028
226659	245162
201436	234538
223488	212748
215373	239231
231117	207496
223024	211846
232881	220636
228181	196576
204551	223150
245220	200873
230959	224533
227924	228639
230567	234861
225722	208158
229361	228749
227218	223255
238515	228922
228892	213910
204390	225549
217145	224427
210303	201652
232534	230397
228542	209236
223565	214015
237333	247545
209667	213286
220080	235808
203186	235244
220719	210716
228864	240562
228421	216698
232052	236542
207606	216761
232182	208698
255961	202823
229322	214190
228751	228064
225590	225625
226139	195490
220093	207219
241714	229694
244812	235093
242094	221121
226044	239351
232879	227719
202791	222441
220259	248483
210092	224673
239254	241908
229573	210245
211046	222651
234929	223445
230972	238619
218234	232696
218319	232012
226471	210978
206394	244961
231295	229507
228020	238428
249887	220908
217968	219940
226813	235458
203168	217251
205689	225477
242290	228432
239681	212455
206462	218689
219641	221258
224283	210554
212412	235401
221387	218696
212729	223276
226339	231469
245347	209267
243854	220339
227533	251056
225756	227695
234717	229488
222304	210156
233862	214953
250222	224529
225259	217173
191039	220168
217296	216620
240775	225372
244381	206324
235237	212586
241397	215367
232869	216589
216681	211545
229567	240444
218836	226866
206732	219708
231013	232857
225386	212419
212889	233526
231754	228085
221437	248167
232500	205596
233406	219777
217494	227620
226965	218703
205712	199567
223090	225103
241273	213207
203342	231582
250729	205409
219591	226591
232813	208716
208950	209749
240551	231725
202451	208885
225937	222992
227276	224247
218351	213779
220925	225247
223831	253565
221755	231716
219176	220689
238812	238694
200116	217902
224781	226210
245776	221448
237031	214688
235998	207692
221713	201406
200619	232048
215574	226228
232553	219765
227625	223746
243597	220222
216224	217151
229268	224017
217680	220967
241035	207186
244378	213202
217800	226136
255376	253289
232408	190073
242719	221768
206869	210078
208722	228602
230272	204099
209059	218089
224022	221636
209111	228560
250148	192370
244353	220974
231137	215378
223988	210027
224699	236053
208539	224470
222684	219855
221806	217497
224251	204058
240680	229971
218495	218579
229693	222304
228496	225789
226849	198936
226902	206321
228024	235572
218415	217489
234642	217416
236209	217255
203002	233776
229354	211158
232922	237517
231273	224214
211504	242814
213172	241193
198684	211400
225270	206328
229455	235186
236937	250812
233539	243536
210966	201143
231441	221008
207201	232575
223467	236157
216547	221997
232541	204922
214194	232235
239435	208147
227649	212909
230429	243773
233227	244026
240541	240667
226543	218659
205458	236545
232316	203924
209195	211902
227184	233542
207645	210074
201049	221138
205520	216879
235474	214552
198230	228745
221867	229708
214479	243552
246784	227843
216578	191221
246535	225350
212774	225227
218325	233920
236205	219394
228114	230252
241849	210017
224037	228323
213944	229646
215627	231239
248443	241700
222279	248758
250647	224741
221225	234940
230288	213020
219415	221105
210280	222287
224369	202366
229149	221403
229121	213722
217126	232050
227856	212363
240779	225955
224897	226567
225925	208901
243420	237883
238762	222904
216644	234481
211277	211853
220030	228732
246303	232877
232408	221082
219297	229837
225807	231402
213158	202865
220101	229059
208864	232607
226050	210155
226257	202666
235863	239260
225436	252652
239026	224396
237608	207049
201538	215902
203172	208266
233495	229425
224607	232642
228143	220295
221967	229398
227647	202517
242491	229920
243835	217097
230661	209001
216451	225685
244549	221565
187346	226653
227585	228937
207615	206970
229547	254465
226829	221432
228176	215283
230873	241950
215946	241059
228588	244316
218132	236186
220570	220250
230335	216649
236349	215820
219736	203790
223795	228310
221757	237530
228625	235348
233644	221879
206346	235720
217759	233536
208476	200325
220652	225401
221889	209069
220935	252572
231417	225460
236796	214814
216088	229772
220783	217973
212550	229632
228060	232382
231043	235664
241513	216784
218481	207452
222126	225990
208611	217691
239163	229158
225606	222064
245476	230660
210420	247412
223396	218797
219545	241263
210448	214345
226037	259497
208483	211563
224904	246159
228422	244072
232212	234259
220770	239700
229330	210280
246496	204661
215886	235253
233889	237923
213791	221310
210640	229792
242844	236111
207969	235066
218356	236996
254479	211426
238012	208715
206880	207367
231846	236621
216766	207541
212020	227890
234687	188756
239652	232300
233823	223041
229575	212212
264838	230655
216329	221612
243939	206251
238581	235750
215216	222589
221604	213543
225470	237402
222302	238223
216230	228770
233048	231011
202360	231785
212523	231157
208409	223355
226047	201089
231299	239020
217210	238431
211975	222280
233026	201395
258160	230910
220120	244563
241874	234568
217405	218840
205042	209100
207491	202538
179557	220196
215730	217351
248672	233951
204649	239812
213072	221752
209810	214592
200355	245457
194696	218498
245585	208431
218392	222569
215790	211131
239557	200118
251220	238526
245018	236447
192185	218823
219377	198531
231132	239103
224986	211410
235480	218442
223021	230050
218355	227871
243059	216151
217349	231043
215468	220475
219040	226667
208116	218216
247813	226414
244434	237893
215056	227255
212341	208558
212341	201921
201433	201788
212175	217547
235234	246869
211713	216898
242009	244668
235458	220594
207185	238168
208219	206209
204705	221072
202915	232629
251533	219290
234493	200017
198048	239152
214539	224274
239974	219413
216538	227535
229885	212034
212106	229791
219142	216315
203517	217051
223169	218320
228267	230851
242979	221051
221341	222261
233175	253673
