246206	214598
220843	204367
235071	210778
238371	203068
226331	231382
211261	212090
217566	235579
227280	203686
197816	231003
230834	211155
228441	221411
218492	204893
246457	229466
228577	231636
240623	232964
198122	232485
203177	231857
204939	202874
235160	221645
234937	224011
217657	241130
225344	218200
206804	224190
235766	209923
234980	215119
206421	217248
240626	237093
238536	216274
211328	231434
238112	227679
217273	230129
206162	206375
228649	224861
254015	213968
215977	204380
223967	244358
241482	238266
205354	214941
219855	226277
248494	222002
220357	228203
214015	214332
220046	204952
227898	218914
230361	195736
229544	221493
200995	225594
230140	226529
219742	219767
216604	210818
218714	214965
221313	198958
232165	215787
212030	236600
195594	210905
219281	202008
230617	212697
217636	232319
228713	212499
240246	224367
206208	226476
247398	220389
220048	218049
220575	216732
226601	202353
216132	223982
225555	226841
235241	223663
242780	215794
218875	223175
231880	205000
223466	210218
211441	217333
213184	202331
210603	211737
215159	201108
219353	231935
230194	206753
239456	223483
231173	221032
226234	229001
240539	207705
241497	206826
221551	242713
213326	210242
223575	224260
232097	227063
207748	227244
239417	224279
221078	233893
221757	201027
230374	219614
193252	228076
231481	220357
246376	230499
236152	234712
245076	202434
257838	225184
243583	217860
207387	249716
226792	215632
251017	216358
231573	230067
210007	242000
233087	237774
238007	224206
236893	223719
230716	233698
227680	222206
203656	222125
214466	231628
233551	247845
243291	229677
227170	204608
227034	217819
248667	240454
243052	209673
220379	190725
214233	208790
224186	232560
240808	205321
234694	232618
227019	201042
205715	216129
211527	213210
242656	231767
234392	221580
228581	236163
202844	210676
224499	226969
194309	233910
227129	254935
214794	225968
203247	217381
222510	241692
204019	216692
210812	230287
216317	223710
230515	206693
233568	198471
216997	229243
212644	263263
229495	211691
243890	217772
213202	225436
226065	202617
210576	232278
209592	217224
228395	208066
198848	199436
222582	247020
234125	228790
222251	216244
240023	237304
238776	230853
209926	222095
214040	218173
241871	200629
228117	216730
232809	216053
198909	229371
235684	202651
216341	217048
232975	209980
230863	248706
224854	234930
212999	205865
214803	213248
215603	214592
220966	217574
217342	215348
211388	221100
251437	234967
237291	218576
255322	218653
223084	215737
218633	233036
222732	213566
196885	208050
228962	199624
218837	223949
230869	206519
215025	242253
224518	203970
222795	208992
214355	209748
214540	214542
214227	235695
229434	230840
195719	227424
231802	224197
223317	221775
228870	239575
238309	207680
237575	230996
214533	210033
225842	253726
227940	213903
228846	222435
229162	235803
226603	219281
245292	231736
208909	199116
232326	237902
216065	220552
209517	231365
240825	237077
233802	194509
239937	220685
210390	213017
208262	210672
221396	237409
230151	227061
218462	220096
240629	213841
207631	202791
237182	211509
222959	214988
215544	227973
215506	211865
236622	226863
203310	224134
212621	209245
229420	211413
233894	212542
220774	231543
216470	207547
214336	233797
225754	227299
224804	218174
199615	236116
221888	227520
230267	211792
245044	228809
221860	240020
230179	230772
212553	197668
245903	196228
242363	212947
208099	217193
226563	215463
233858	213119
190396	232119
230851	228593
203437	189132
222079	206709
222491	212588
224752	226752
227954	221859
228036	233519
226802	223790
217564	244550
212799	228480
213714	239050
251809	236229
225640	208090
190775	206600
226823	228929
241114	219826
226514	218690
247436	202049
221709	205073
213117	196384
214879	219412
231738	212351
237220	219063
237412	215425
227433	227124
225785	204086
229928	228638
228101	211379
246312	216319
212004	202511
233182	247007
245420	245919
225569	226341
224611	222383
221961	230204
223635	243226
226062	214424
222205	218689
228734	216024
226297	226845
233738	208174
241073	217322
224174	215189
224374	223128
246339	227824
247692	209125
224756	213812
227582	228186
231800	226082
212957	217424
232910	228229
239864	221797
228459	226735
214430	207711
225750	215275
222846	213646
222605	225369
232010	242873
211676	203911
225518	225093
226692	214949
225225	238551
221520	224772
215117	214798
231658	221208
223555	239609
240600	212085
202783	224941
227629	215862
225003	240180
231529	236662
208891	223869
231297	226478
224290	222213
217916	246079
226074	250707
239026	221125
235201	245189
242136	213650
203761	219671
211285	245433
226150	228822
231527	225881
222724	198418
235938	211229
219590	208927
216247	239963
234879	235860
231588	231837
219752	216424
218468	208290
234034	220552
243204	215252
219042	228784
224522	205956
197961	212477
220057	232680
238807	235472
216192	225019
239676	234287
220617	218079
230134	192612
200992	189856
247165	202508
224876	219906
223128	226274
215813	222420
234941	229976
237249	229045
248940	243050
227164	190201
233748	220355
235136	220365
226776	210375
262449	212427
208669	225936
242033	213510
201921	200775
224983	217685
231050	218794
223152	217072
206404	233757
223496	215794
221001	201692
209718	201092
235376	221197
210432	224228
234008	203062
222240	231325
247080	212462
227822	217377
217152	201702
236474	232827
216993	208203
218688	220387
218444	226525
208610	219775
237007	236221
209340	235220
233676	229593
208568	222889
237143	231826
216431	230162
257694	230911
221876	225797
228725	217545
217308	223163
210109	194988
257530	210789
234741	208830
219142	218226
223503	231834
223492	190489
233295	224551
222077	209163
234872	239841
230200	221036
207260	212294
219091	222534
228986	251866
250502	226237
217069	227528
222648	205297
216481	214928
223346	224563
219458	223457
239052	225418
221281	221489
205741	216540
213615	253649
246674	240325
260403	230089
212013	226594
218278	219075
235896	222884
228191	219489
238141	245345
210017	195561
225080	232372
225324	226891
246605	212453
235515	226844
240019	203938
234010	208505
230048	254128
218288	229001
228260	205583
207542	223970
220987	217706
220678	231098
230090	205234
229195	250710
245774	237030
233661	230705
224800	226864
216522	227489
243933	202975
245073	208672
228467	223331
242338	230221
233104	212374
224832	205209
224448	217342
235903	236708
237935	235014
236053	209077
244038	181745
226563	220085
203693	212800
211586	230822
230824	219435
224625	223237
223120	215164
204851	227306
211000	215788
242886	219690
226216	210055
241463	212639
226414	234259
197912	247258
233072	230128
225152	231125
235860	249936
215227	222125
241288	238411
222555	213770
243599	221831
234782	224828
242930	210370
235564	203980
240622	238423
237121	206785
228949	225662
227882	222774
222142	227366
224072	231878
211043	224123
220132	219429
224615	230166
234504	224451
213517	222513
233443	230906
226199	233836
222875	224163
218063	221414
230050	219578
211432	218561
219393	223192
240639	198542
210585	209298
217680	224755
203566	227435
245082	233783
219018	237620
218705	212211
219334	234590
208357	208377
